Использование памяти (RSS): 306.98 MB
Использование CPU: 0.00%

         190403 function calls (179442 primitive calls) in 2.577 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 history.py:27(__init__)
       19    0.000    0.000    0.000    0.000 atomic_function.py:575(<genexpr>)
        3    0.000    0.000    0.000    0.000 tf_inspect.py:362(getmodule)
        3    0.000    0.000    0.000    0.000 execute.py:187(make_shape)
       24    0.000    0.000    0.000    0.000 device_spec.py:34(_as_int_or_none)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:3954(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:457(__init__)
        3    0.000    0.000    0.000    0.000 tf_inspect.py:397(isfunction)
       10    0.000    0.000    0.000    0.000 enum.py:202(__get__)
        4    0.000    0.000    0.000    0.000 ops.py:3179(get_collection)
       76    0.000    0.000    0.000    0.000 resource_variable_ops.py:646(handle)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.TextIOWrapper' objects}
        5    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        9    0.000    0.000    0.000    0.000 default_types.py:305(__init__)
       54    0.000    0.000    0.000    0.000 tensor_shape.py:937(<genexpr>)
       66    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
        5    0.000    0.000    0.000    0.000 numerictypes.py:229(obj2sctype)
        4    0.000    0.000    0.000    0.000 context.py:1662(list_physical_devices)
       26    0.000    0.000    0.000    0.000 func_graph.py:503(outer_graph)
        1    0.000    0.000    0.000    0.000 callback_list.py:47(set_params)
        4    0.000    0.000    0.000    0.000 threading.py:839(_newname)
        5    0.000    0.000    0.000    0.000 layer.py:401(_lock_state)
        1    0.000    0.000    0.000    0.000 data_adapter_utils.py:102(check_data_cardinality)
       52    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1069(findCaller)
        6    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        3    0.000    0.000    0.000    0.000 execute.py:163(make_str)
       14    0.000    0.000    0.000    0.000 object_identity.py:257(__iter__)
       10    0.000    0.000    0.000    0.000 data_structures.py:184(_attribute_sentinel)
        7    0.000    0.000    0.000    0.000 functional.py:183(<lambda>)
        1    0.000    0.000    0.000    0.000 progbar_logger.py:20(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_FunctionSetAttrValueProto}
        8    0.000    0.000    0.000    0.000 weakref.py:451(get)
        2    0.000    0.000    0.000    0.000 executor.py:44(__del__)
        1    0.000    0.000    0.000    0.000 callback_list.py:130(_clear_futures)
       10    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
       93    0.000    0.000    0.000    0.000 ops.py:2087(__exit__)
        2    0.000    0.000    0.000    0.000 config.py:424(list_physical_devices)
       20    0.000    0.000    0.000    0.000 ops.py:4311(_control_dependencies_stack)
       34    0.000    0.000    0.000    0.000 op_def_library.py:45(_AttrValue)
        4    0.000    0.000    0.000    0.000 func_graph.py:854(external_captures)
        5    0.000    0.000    0.000    0.000 random_initializers.py:612(compute_fans)
       50    0.000    0.000    0.000    0.000 layer.py:764(supports_masking)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 distribute_lib.py:3991(__exit__)
       70    0.000    0.000    0.000    0.000 node.py:87(input_tensors)
        7    0.000    0.000    0.000    0.000 functional.py:704(is_input_keras_tensor)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
       44    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       14    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 weakref.py:454(__contains__)
       10    0.000    0.000    0.000    0.000 ops.py:3723(__init__)
       93    0.000    0.000    0.000    0.000 ops.py:2080(_c_graph)
        2    0.000    0.000    0.000    0.000 enum_type_wrapper.py:92(__getattr__)
        1    0.000    0.000    0.000    0.000 threading.py:857(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 optree_impl.py:92(assert_same_structure)
        1    0.000    0.000    0.000    0.000 variable_scope.py:1376(__init__)
        2    0.000    0.000    0.000    0.000 function_type.py:429(flat_outputs)
        3    0.000    0.000    0.000    0.000 audio_segment.py:657(is_format)
        5    0.000    0.000    0.000    0.000 getlimits.py:696(min)
       16    0.000    0.000    0.000    0.000 resource_variable_ops.py:87(_set_handle_shapes_and_types)
        2    0.000    0.000    0.000    0.000 default_types.py:295(__hash__)
        2    0.000    0.000    0.000    0.000 wave.py:580(close)
       37    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       38    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        6    0.000    0.000    0.000    0.000 threading.py:311(_acquire_restore)
       25    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
       46    0.000    0.000    0.000    0.000 errors_impl.py:96(message)
       67    0.000    0.000    0.000    0.000 tensor_shape.py:863(_v2_behavior)
        8    0.000    0.000    0.000    0.000 traceable_stack.py:139(copy)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:696(_type_spec)
        2    0.000    0.000    0.000    0.000 saving_options.py:6(keras_option_scope)
       12    0.000    0.000    0.000    0.000 <frozen os>:777(check_str)
       19    0.000    0.000    0.000    0.000 atomic_function.py:522(<genexpr>)
        1    0.000    0.000    0.000    0.000 function_type.py:361(flat_inputs)
        1    0.000    0.000    0.000    0.000 thread.py:121(ThreadPoolExecutor)
       20    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
       11    0.000    0.000    0.000    0.000 {method 'extend' of 'google._upb._message.RepeatedScalarContainer' objects}
       93    0.000    0.000    0.000    0.000 ops.py:2090(get)
        6    0.000    0.000    0.000    0.000 context.py:2365(ensure_initialized)
        4    0.000    0.000    0.000    0.000 monitoring.py:499(__enter__)
       15    0.000    0.000    0.000    0.000 tensor_shape.py:1430(as_list)
       34    0.000    0.000    0.000    0.000 object_identity.py:33(__init__)
      138    0.000    0.000    0.000    0.000 options.py:84(<lambda>)
        5    0.000    0.000    0.000    0.000 threading.py:1038(_set_ident)
        4    0.000    0.000    0.000    0.000 executor.py:63(wait)
       38    0.000    0.000    0.000    0.000 traceable_stack.py:88(__init__)
       24    0.000    0.000    0.000    0.000 function_type_utils.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:3425(__enter__)
        5    0.000    0.000    0.000    0.000 tensor.py:1205(_to_tensor_list)
        3    0.000    0.000    0.000    0.000 op_def_library.py:176(_MakeStr)
       24    0.000    0.000    0.000    0.000 base.py:502(product)
        1    0.000    0.000    0.000    0.000 trainer.py:780(_reduce)
        4    0.000    0.000    0.000    0.000 threading.py:1251(daemon)
       20    0.000    0.000    0.000    0.000 ops.py:4288(_colocation_stack)
       22    0.000    0.000    0.000    0.000 op_def_library.py:182(_MakeBool)
        4    0.000    0.000    0.000    0.000 converter.py:168(__hash__)
        1    0.000    0.000    0.000    0.000 _base.py:497(set_running_or_notify_cancel)
        1    0.000    0.000    0.000    0.000 module_utils.py:22(initialize)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextListDevices}
        1    0.000    0.000    0.000    0.000 context.py:210(__init__)
        4    0.000    0.000    0.000    0.000 capture_container.py:244(merge_by_ref_with)
        2    0.000    0.000    0.000    0.000 distribute_lib.py:3972(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
        8    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 contextlib.py:548(_push_exit_callback)
       93    0.000    0.000    0.000    0.000 ops.py:2084(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_NewContextOptions}
        4    0.000    0.000    0.000    0.000 op_def_library.py:474(<genexpr>)
        3    0.000    0.000    0.000    0.000 inspect_utils.py:62(isbuiltin)
       45    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.frombuffer}
        1    0.000    0.000    0.000    0.000 tf_stack.py:36(<lambda>)
       66    0.000    0.000    0.000    0.000 trace_type_builder.py:48(is_legacy_signature)
        2    0.000    0.000    0.000    0.000 progbar.py:213(_format_time)
        1    0.000    0.000    0.000    0.000 typing.py:314(wrapped)
       39    0.000    0.000    0.000    0.000 op_def_library.py:744(_CheckAllInputsUsed)
        8    0.000    0.000    0.000    0.000 sequential.py:313(_is_layer_name_unique)
       12    0.000    0.000    0.000    0.000 compat.py:37(_date_to_date_number)
        8    0.000    0.000    0.000    0.000 concrete_function.py:1048(<genexpr>)
        2    0.000    0.000    0.000    0.000 sequential.py:304(input_dtype)
       34    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       10    0.000    0.000    0.000    0.000 {method 'WhichOneof' of 'google._upb._message.Message' objects}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_NewExecutor}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellCounter2}
       16    0.000    0.000    0.000    0.000 function_type.py:552(<genexpr>)
       29    0.000    0.000    0.000    0.000 keras_tensor.py:57(dtype)
       35    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
        1    0.000    0.000    0.000    0.000 context.py:1177(executor)
        4    0.000    0.000    0.000    0.000 polymorphic_function.py:551(_get_key_for_call_stats)
        1    0.000    0.000    0.000    0.000 wave.py:440(__init__)
       35    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextSetExecutorForThread}
       22    0.000    0.000    0.000    0.000 execute.py:170(make_bool)
        4    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringBoolGaugeCellSet}
       20    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        7    0.000    0.000    0.000    0.000 device.py:40(is_device_spec)
        8    0.000    0.000    0.000    0.000 cache.py:88(_get_key)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:3438(__exit__)
       18    0.000    0.000    0.000    0.000 options.py:272(_set_mutable)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:257(splitext)
       50    0.000    0.000    0.000    0.000 dtypes.py:324(<genexpr>)
       35    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       28    0.000    0.000    0.000    0.000 <frozen _collections_abc>:309(__subclasshook__)
       76    0.000    0.000    0.000    0.000 ops.py:176(__init__)
       76    0.000    0.000    0.000    0.000 ops.py:182(__exit__)
       34    0.000    0.000    0.000    0.000 layer.py:556(trainable)
        1    0.000    0.000    0.000    0.000 image.py:696(DataFrameIterator)
       51    0.000    0.000    0.000    0.000 base.py:161(_lapl)
        1    0.000    0.000    0.000    0.000 wave.py:190(skip)
        1    0.000    0.000    0.000    0.000 serialization_lib.py:329(serialize_with_public_fn)
       56    0.000    0.000    0.000    0.000 __init__.py:41(get)
       30    0.000    0.000    0.000    0.000 {built-in method from_iterable}
       28    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
       27    0.000    0.000    0.000    0.000 object_registration.py:45(__init__)
        2    0.000    0.000    0.000    0.000 callback.py:67(__init__)
        8    0.000    0.000    0.000    0.000 numerictypes.py:283(issubclass_)
        3    0.000    0.000    0.000    0.000 inspect.py:988(getmodule)
        8    0.000    0.000    0.000    0.000 device_spec.py:38(_as_device_str_or_none)
        8    0.000    0.000    0.000    0.000 options.py:105(set_fn)
       19    0.000    0.000    0.000    0.000 dataset_ops.py:265(_variant_tensor)
        5    0.000    0.000    0.000    0.000 threading.py:1356(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 dtypes.py:220(most_specific_common_supertype)
        4    0.000    0.000    0.000    0.000 function_type.py:205(output)
        9    0.000    0.000    0.000    0.000 map_op.py:177(element_spec)
        1    0.000    0.000    0.000    0.000 tree_api.py:208(pack_sequence_as)
        1    0.000    0.000    0.000    0.000 context.py:302(__init__)
       14    0.000    0.000    0.000    0.000 function.py:163(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
        3    0.000    0.000    0.000    0.000 concrete_function.py:1338(name)
        3    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
        1    0.000    0.000    0.000    0.000 range_op.py:28(_RangeDataset)
       29    0.000    0.000    0.000    0.000 variables.py:258(shape)
        1    0.000    0.000    0.000    0.000 threading.py:515(release)
        1    0.000    0.000    0.000    0.000 ag_ctx.py:91(_default_control_status_ctx)
       10    0.000    0.000    0.000    0.000 ops.py:122(tensor_id)
        9    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       11    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        6    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        5    0.000    0.000    0.000    0.000 threading.py:1042(_set_native_id)
       76    0.000    0.000    0.000    0.000 ops.py:179(__enter__)
       43    0.000    0.000    0.000    0.000 tensor.py:879(name)
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'google._upb._message.RepeatedCompositeContainer' objects}
        1    0.000    0.000    0.000    0.000 _parser.py:312(_class_escape)
        1    0.000    0.000    0.000    0.000 ops.py:4510(control_dependencies)
       37    0.000    0.000    0.000    0.000 tensor.py:1201(_flat_tensor_specs)
       56    0.000    0.000    0.000    0.000 control_flow_util.py:187(GetContainingWhileContext)
        2    0.000    0.000    0.000    0.000 options.py:508(_to_proto)
       46    0.000    0.000    0.000    0.000 dtype_policy.py:97(variable_dtype)
        5    0.000    0.000    0.000    0.000 _compiler.py:467(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.GetHandleShapeAndType}
        2    0.000    0.000    0.000    0.000 subprocess.py:1120(__del__)
        1    0.000    0.000    0.000    0.000 _base.py:428(result)
        2    0.000    0.000    0.000    0.000 distribute_lib.py:362(__init__)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4559(__init__)
       30    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 thread.py:190(weakref_cb)
       14    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
        1    0.000    0.000    0.000    0.000 polymorphic_function.py:132(called_with_tracing)
       27    0.000    0.000    0.000    0.000 selections.py:225(<genexpr>)
       37    0.000    0.000    0.000    0.000 {function TrackedList.clear at 0x000001687BC45800}
       37    0.000    0.000    0.000    0.000 {function TrackedSet.clear at 0x000001687BC462A0}
        7    0.000    0.000    0.000    0.000 context.py:1537(function_scope_id)
        1    0.000    0.000    0.000    0.000 tf_stack.py:95(__init__)
       18    0.000    0.000    0.000    0.000 options.py:472(_set_mutable)
       11    0.000    0.000    0.000    0.000 tensor_shape.py:103(dimension_value)
       16    0.000    0.000    0.000    0.000 device_spec.py:30(_as_str_or_none)
       29    0.000    0.000    0.000    0.000 layer.py:1731(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method nt.cpu_count}
        6    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
       42    0.000    0.000    0.000    0.000 tensor_shape.py:1419(<genexpr>)
        6    0.000    0.000    0.000    0.000 function_type.py:599(<genexpr>)
        4    0.000    0.000    0.000    0.000 type_dispatch.py:38(__init__)
       13    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       61    0.000    0.000    0.000    0.000 data_structures.py:529(_make_storage)
        1    0.000    0.000    0.000    0.000 callback_list.py:163(on_predict_batch_begin)
        5    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
       26    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 type_spec.py:521(_deserialize)
       18    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring}
       13    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 contextlib.py:481(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method optree._C.is_namedtuple}
        1    0.000    0.000    0.000    0.000 context.py:238(config_proto_serialized)
        4    0.000    0.000    0.000    0.000 converter.py:147(__init__)
       22    0.000    0.000    0.000    0.000 resource_variable_ops.py:690(trainable)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:674(formatMessage)
       20    0.000    0.000    0.000    0.000 ops.py:2305(_set_control_flow_context)
        4    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ExecutorWaitForAllPendingNodes}
        1    0.000    0.000    0.000    0.000 structure.py:387(<lambda>)
        7    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        8    0.000    0.000    0.000    0.000 api.py:291(is_autograph_artifact)
       11    0.000    0.000    0.000    0.000 func_graph.py:96(<genexpr>)
        4    0.000    0.000    0.000    0.000 func_graph.py:864(deferred_external_captures)
       14    0.000    0.000    0.000    0.000 data_structures.py:162(__init__)
        1    0.000    0.000    0.000    0.000 losses.py:4(Reduction)
        2    0.000    0.000    0.000    0.000 {built-in method _winapi.GetStdHandle}
        8    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellCounter1}
        1    0.000    0.000    0.000    0.000 variable_scope.py:1091(__init__)
       60    0.000    0.000    0.000    0.000 selections.py:128(shape)
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedRandom' objects}
        4    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
       43    0.000    0.000    0.000    0.000 tracing_compilation.py:120(input_signature)
        2    0.000    0.000    0.000    0.000 data_structures.py:533(_check_external_modification)
       25    0.000    0.000    0.000    0.000 selections.py:293(<genexpr>)
       11    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 optree_impl.py:87(<lambda>)
        2    0.000    0.000    0.000    0.000 tensor_shape.py:1271(<genexpr>)
        1    0.000    0.000    0.000    0.000 compat.py:11(filename_encode)
        5    0.000    0.000    0.000    0.000 dense.py:131(kernel)
        1    0.000    0.000    0.000    0.000 ops.py:5395(add_to_collection)
        4    0.000    0.000    0.000    0.000 symbolic_arguments.py:41(switch_fn)
       12    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:133(_splitext)
        1    0.000    0.000    0.000    0.000 context.py:2306(_set_context_locked)
       22    0.000    0.000    0.000    0.000 distribute_lib.py:1203(extended)
        6    0.000    0.000    0.000    0.000 threading.py:308(_release_save)
        2    0.000    0.000    0.000    0.000 subprocess.py:1423(_filter_handle_list)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:4007(__init__)
        1    0.000    0.000    0.000    0.000 wave.py:452(initfp)
        1    0.000    0.000    0.000    0.000 {built-in method _asyncio.current_task}
        1    0.000    0.000    0.000    0.000 __init__.py:668(usesTime)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:276(_require_cross_replica_or_default_context_extended)
        1    0.000    0.000    0.000    0.000 wave.py:143(seek)
       10    0.000    0.000    0.000    0.000 enum.py:1292(value)
       10    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
       14    0.000    0.000    0.000    0.000 capture_container.py:54(mutated)
       36    0.000    0.000    0.000    0.000 resource_variable_ops.py:599(dtype)
        1    0.000    0.000    0.000    0.000 wave.py:500(setframerate)
       10    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        3    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.000    0.000 threading.py:1550(_register_atexit)
       34    0.000    0.000    0.000    0.000 inspect.py:3089(return_annotation)
        3    0.000    0.000    0.000    0.000 dataclasses.py:1296(_is_dataclass_instance)
        2    0.000    0.000    0.000    0.000 ops.py:5531(<genexpr>)
        2    0.000    0.000    0.000    0.000 dtypes.py:223(<genexpr>)
       27    0.000    0.000    0.000    0.000 trace_type_builder.py:100(unnest_only)
        3    0.000    0.000    0.000    0.000 function_cache.py:102(__len__)
        7    0.000    0.000    0.000    0.000 tracing_compilation.py:116(is_pure)
        7    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:462(format)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_DeleteContextOptions}
       35    0.000    0.000    0.000    0.000 function.py:295(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       22    0.000    0.000    0.000    0.000 config.py:19(floatx)
       16    0.000    0.000    0.000    0.000 capture_container.py:58(mutated)
        7    0.000    0.000    0.000    0.000 save_context.py:42(in_save_context)
        5    0.000    0.000    0.000    0.000 map_op.py:125(element_spec)
        2    0.000    0.000    0.000    0.000 progbar.py:235(_estimate_step_duration)
        3    0.000    0.000    0.000    0.000 callback.py:74(set_model)
        6    0.000    0.000    0.000    0.000 context.py:2251(__init__)
        1    0.000    0.000    0.000    0.000 device_spec.py:306(_get_valid_device_types)
       34    0.000    0.000    0.000    0.000 object_identity.py:36(unwrapped)
        1    0.000    0.000    0.000    0.000 tensor.py:1208(_to_batched_tensor_list)
        1    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       21    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        4    0.000    0.000    0.000    0.000 context.py:2380(global_seed)
        1    0.000    0.000    0.000    0.000 gradients_util.py:1087(PossibleTapeGradientTypes)
       25    0.000    0.000    0.000    0.000 dtype_policy.py:140(quantization_mode)
       35    0.000    0.000    0.000    0.000 layer.py:773(compute_mask)
        1    0.000    0.000    0.000    0.000 text.py:81(Tokenizer)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        2    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
        8    0.000    0.000    0.000    0.000 tf_logging.py:93(get_logger)
        2    0.000    0.000    0.000    0.000 __init__.py:968(acquire)
       10    0.000    0.000    0.000    0.000 ops.py:6085(is_numpy_style_type_promotion)
        4    0.000    0.000    0.000    0.000 monitoring.py:483(__init__)
        5    0.000    0.000    0.000    0.000 tensor.py:1168(_to_components)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
       63    0.000    0.000    0.000    0.000 <frozen codecs>:276(reset)
        1    0.000    0.000    0.000    0.000 polymorphic_function.py:127(__init__)
       12    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 encoder.py:260(_make_iterencode)
        3    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        5    0.000    0.000    0.000    0.000 object_identity.py:236(__len__)
       26    0.000    0.000    0.000    0.000 function_type.py:200(captures)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:370(_pop_per_thread_mode)
        1    0.000    0.000    0.000    0.000 data_structures.py:62(_should_wrap_tuple)
        1    0.000    0.000    0.000    0.000 layers.py:15(AlphaDropout)
        1    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
       20    0.000    0.000    0.000    0.000 _parser.py:172(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:447(usesTime)
       12    0.000    0.000    0.000    0.000 func_graph.py:879(function_captures)
        3    0.000    0.000    0.000    0.000 inspect_utils.py:76(isconstructor)
       10    0.000    0.000    0.000    0.000 options.py:633(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {method 'get_nowait' of '_queue.SimpleQueue' objects}
        1    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        1    0.000    0.000    0.000    0.000 default_types.py:355(flatten)
       28    0.000    0.000    0.000    0.000 symbolic_arguments.py:7(<lambda>)
        9    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 main.py:186(sanitize_text)
        7    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        6    0.000    0.000    0.000    0.000 contextlib.py:475(_create_cb_wrapper)
        2    0.000    0.000    0.000    0.000 subprocess.py:193(__init__)
        6    0.000    0.000    0.000    0.000 op_def_library.py:63(_SatisfiesLengthConstraint)
        6    0.000    0.000    0.000    0.000 array_slicing.py:337(can_slice_array)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:455(_format)
        1    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_DeleteExecutor}
       13    0.000    0.000    0.000    0.000 default_types.py:206(__init__)
       15    0.000    0.000    0.000    0.000 trace_type_builder.py:108(composite_device_name)
        2    0.000    0.000    0.000    0.000 tensor.py:359(get_shape)
        5    0.000    0.000    0.000    0.000 polymorphic_function.py:447(__exit__)
        3    0.000    0.000    0.000    0.000 epoch_iterator.py:123(num_batches)
        1    0.000    0.000    0.000    0.000 image.py:19(Iterator)
        5    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        2    0.000    0.000    0.000    0.000 {method 'MergeFrom' of 'google._upb._message.Message' objects}
       14    0.000    0.000    0.000    0.000 trace_type_builder.py:116(__init__)
        3    0.000    0.000    0.000    0.000 structured_function.py:34(_should_pack)
       17    0.000    0.000    0.000    0.000 serialization_lib.py:33(__init__)
       18    0.000    0.000    0.000    0.000 serialization_lib.py:43(__init__)
        7    0.000    0.000    0.000    0.000 functional.py:576(operation_fn)
        1    0.000    0.000    0.000    0.000 from_tensors_op.py:26(_TensorDataset)
       23    0.000    0.000    0.000    0.000 atomic_function.py:126(name)
        3    0.000    0.000    0.000    0.000 distribute_lib.py:348(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        5    0.000    0.000    0.000    0.000 ops.py:4197(switch_to_thread_local)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:366(_push_per_thread_mode)
        8    0.000    0.000    0.000    0.000 dataset_ops.py:4472(_inputs)
        7    0.000    0.000    0.000    0.000 options.py:298(<lambda>)
        4    0.000    0.000    0.000    0.000 data_structures.py:437(__len__)
        3    0.000    0.000    0.000    0.000 utils.py:295(set_property)
